Comment,Label,Language
সবাই এক সাথে সব দাবি করবেন না এনি তো এক জন মানুষ।,Positive,BANGLA
মাশাল্লাহ ভাই,Positive,BANGLA
ধন্যবাদ জানাই ❤❤❤,Positive,BANGLA
"ডঃ মুহাম্মদ ইউনুস সাহেবকে একটু সময় দেন। উনি সব বিষয়ে সর্বোচ্চ চেষ্টা করবে।তাড়াহুড়া নয়,১০ বৎসর রাষ্ট্র সংস্কারের জন্য সময় দেওয়া হোক ধন্যবাদ।",Positive,BANGLA
আমরা একটা খুব ভালো মানুষ পেয়েছি,Positive,BANGLA
দুর্নীতি দমন করা সবচেয়ে বড় চ‍্যালেঞ্জ,Positive,BANGLA
আমি বলি ডাক্তার ইউনুস সাহেব কে প্রধান মন্ত্রী হিসেবে দায়িত্ব পালন করেন সেটা বাংলাদেশের জন্য ভালো হবে,Positive,BANGLA
তিস্তা নিয়ে কোন আপোষ নাই,Positive,BANGLA
বিশ্ব বাটপার।,Negative,BANGLA
যত কথা সুনি ততই ভালো লাগে।,Positive,BANGLA
উনাকে কেউ বিব্রত করবেন না।রাতারাতি সব ঠিক হয়ে যাবে না। আস্তে-ধীরে সব হবে,Positive,BANGLA
"ড.মুহাম্মদ ইউনূস স্যারকে ধন্যবাদ,বীর বাহাদুর",Positive,BANGLA
"অন্যদের কথায় মনোযোগ না দিয়ে,কাজ চালিয়ে যান ""স্যার"" আপনি পারবেন ইনশআল্লাহ। বাকিটা আল্লাহ ভরসা।",Positive,BANGLA
যত দ্রুত সম্ভব তিস্তা পরিকল্পনা কাজ শেষ করা আমাদের আর কোন বিকল্প রাস্তা নেই এই তিস্তার কাজ অতি দ্রুতই আমাদের শেষ করতে হবে,Positive,BANGLA
বাংলাদেশ জুয়া বন্ধ করা হক,Positive,BANGLA
মন জুরিয়ে গেলো 😍😍,Positive,BANGLA
আল্লাহ আপনাকে দীর্ঘায়ু দান করুক।,Positive,BANGLA
"মাইনাস হউক সব ক্ষমতা লোভী, দখলদারী সরকার। নতুন জাগরণে জাগুক আবার আমার দেশ।",Positive,BANGLA
ডক্টর ইউনুস সাহেবের নেক হায়াত কামনা করছি,Positive,BANGLA
"এই মানুষটার কথা যতই শুনছি ততই মুগ্ধ হচ্ছি 
কত সুন্দর এক কথায় উত্তর দিলেন সবার একতা চান 🥰",Positive,BANGLA
লোকটার কথা শুনলে শুনতেই মন চায়,Positive,BANGLA
তিস্তা প্রকল্প বাস্তবায়ন হতে হবে।,Positive,BANGLA
সবচেয়ে বড় চ্যালেঞ্জ মানুষকে একতায় আনা। খুব সুন্দর কথা,Positive,BANGLA
"দেশের প্রতিটা সাধারন জনগন আপনাকে লম্বা সময় চায়,,,

যদি কোন জড়িপ করা হয় ১০০ এর মধ্যে ৯৫ আপনাকে সাপোর্ট করবে,,",Positive,BANGLA
আমি আছি নতুন সরকার ছাই,Positive,BANGLA
ইনি একটা বান্দা রে ভাই! ❤️,Positive,BANGLA
আরে যমুনা ভিডিওতে তোদের এড না দিলে হয় না,Positive,BANGLA
"নেতার মতো কথা,,",Positive,BANGLA
"স্যার, আপনাকে সালাম।",Positive,BANGLA
বি এন পি আরো বেশি খারাপ আমরা চায় ইউনুস সাহেব ৫ বছর থাকুক,Positive,BANGLA
৯০ দিন পার হলে আর আপনাদের কথা কেউ শুনতে চাইবেনা মহাশয়।,Positive,BANGLA
"ডক্টর ইউনুস কে, তিন বছর সময় দেয়া হোক দেশ চালানোর জন্য ।",Positive,BANGLA
আমরা নতুন দেশ চাই😊,Positive,BANGLA
নদি খনন করতে হবে,Positive,BANGLA
অর্থনীতি নয় শান্তিতে ❤।,Positive,BANGLA
আপনার  সরকার   চলতে  থাকুক।,Positive,BANGLA
কথার ভাব দেখলেই বুঝা যায় সে অতুলনীয়,Positive,BANGLA
নাইস মুভমেন্ট  বাংলাদেশের 🥰,Positive,BANGLA
ইউনুস।১০বছরথাকবে,Positive,BANGLA
একতাই বল ইনশাআল্লাহ,Positive,BANGLA
এই দেশ আঘাতে হলে সবার আগে সকল মানুষের কর্মসংস্থান ব্যবস্থা করতে হবে বাংলাদেশি কিছু ব্যান্ড থাকতে হবে তাহলে আমাদের কোন নাগরিককে বিদেশে যাইয়া কর্ম দিতে হবে না আমাদের দেশেই তারা কর্ম করতে পারবে,Positive,BANGLA
দোয়া ও ভালোবাসা রইলো,Positive,BANGLA
ইউনুস স্যারের মতো প্রইম মিনিষ্টার আমাদের বাংলাদেে আজিবন থাকুক আমার মতে কে কে চান,Positive,BANGLA
উইনাকে নিরাপতা দিতে হবে।,Positive,BANGLA
"ঠিক, আমরা সবাই চাকরিদাতা হতে চাই। বড় মানুষের কথার ধরনই আলাদা। ❤",Positive,BANGLA
"সুন্দর উত্তর দিয়েছেন, এখন একতাই সব থেকে বড় চ্যালেঞ্জ।",Positive,BANGLA
অসম্ভব সুন্দর উত্তরগুলো ❤,Positive,BANGLA
আমরা আপনার সাথে আছি,Positive,BANGLA
শুভকামনা রইলো,Positive,BANGLA
আমার মনে হয় ডাক্তার ইউনুস দেশ ভালোভাবে চালাতে পারবে,Positive,BANGLA
"স্যার, আইনের সুশাসন থাকলে সবকিছু সহজ হবে।",Positive,BANGLA
কত জ্ঞানী ব্যক্তি উনি। কথা কত সাবলীল।,Positive,BANGLA
আল্লাহ মহান,Positive,BANGLA
আল্লাহ্ উনি যেনো অনেক বছর থেকে যায়।❤,Positive,BANGLA
"১০,বছর  হওয়া  দরকার।",Positive,BANGLA
সেনাবাহিনী সাথে থাকলে জনগণ ঠিক থাকলে সব সম্ভব,Positive,BANGLA
❝আমরা চাকরি দাতা ❞👌✊,Positive,BANGLA
নতুন  প্রধান মন্ত্রী কে ধন্যবাদ ❤❤,Positive,BANGLA
একতাই বল সেটা স্যার বুঝতে চাচ্ছেন,Positive,BANGLA
স্যার আপনি আরো ২০ বছর বাঁচেন সেই কামনা করি,Positive,BANGLA
সব ধরনের  ছাত্র রাজনীতি বন্ধ হোক। এবং সারা দেশে সব ধরনের পোস্টার ব্যনার অবৈধ ঘোষণা করা হোক,Positive,BANGLA
আমাদের উনাকে প্রধানমন্ত্রী হিসেবে রাখতেই হবে,Positive,BANGLA
দেশের আইন কঠোর থেকে কঠোর করা হোক,Positive,BANGLA
"ড: ইউনুস সাহেব এবং আমাদের সাধারণ ছাত্র ভাইয়েরা মিলে লং টাইম দেশ চালাবে এটাই আমাদের চাওয়া, কত মিশুক একজন মানুষ কত অসাধারণ তার ব্যাক্তিত্ব কত সুন্দর তার ব্যাবহার, তিনি ড: ইউনুস🌹🌹",Positive,BANGLA
ভারতের ষড়যন্ত্র রুখে দিতে কঠোর পদক্ষেপ নিন,Positive,BANGLA
"একজন শিক্ষিত লোকের কথায় অনেক কিছু বলে দেয়, শুভকামনা বাংলাদেশের জন্য",Positive,BANGLA
আহা শান্তি,Positive,BANGLA
আল্লাহ উনার হায়াত বাড়িয়ে দিক আমিন,Positive,BANGLA
মাশাআল্লাহ,Positive,BANGLA
স্যার তো স্যারই❤❤❤,Positive,BANGLA
এই বৃদ্ধ বয়সে কি সুন্দর হাসি মাশাল্লাহ ❤❤,Positive,BANGLA
ডঃ ইউনুস আমাদের মনে জায়গা করে নিয়েছে,Positive,BANGLA
একমত এগিয়ে যান,Positive,BANGLA
ইনশাআল্লাহ একতা থাকবে❤,Positive,BANGLA
ওনাকে যতবার দেখি ততবার মুগ্ধ হই,Positive,BANGLA
"জনগণ সাহায্য করলে 
বাংলাদেশ কে অনেক দুর এগিয়ে নেওয়া সম্ভব 😊❤",Positive,BANGLA
আমরা আছি আপনার সাথে,Positive,BANGLA
ওনকে আগেই বাংলাদেশের প্রধানমন্ত্রী হওয়ার প্রয়োজন ছিল,Positive,BANGLA
ডক্টর ইউনুস সাহেবের হাসিটা সুন্দর 😊😊,Positive,BANGLA
"ওনি ঠিক বলেছে😊
একতা অনেক জরুরি যেইটা আমাদের মধ্যে নাই🙂",Positive,BANGLA
দোয়া করি আপনার নেক হায়াতের জন্য,Positive,BANGLA
দাদু যা করবেন বুঝে শুনে দেখে তাড়াতাড়ি করবেন। শত্রু কিন্তু পিছনে আছে। সাবধান।,Positive,BANGLA
"আমরা বাংলাদেশের মানুষ চাই ডক্টর ইউনুস প্রেসিডেন্ট হলে,তিস্তার   বাঁধ,ফারাক্কার বাঁধ মেরামত করতে হবে চীনকে নিয়ে করতে হবে",Positive,BANGLA
সুনদর একটা কথা একোতা,Positive,BANGLA
আলহামদুলিল্লাহ,Positive,BANGLA
"কি সুন্দর জবাবগুলা। 
আলহামদুলিল্লাহ , দেশটা এগিয়ে যাক",Positive,BANGLA
এদের এসবের মূল কারণ হলো এরা বিশ্বকে দেখাতে চাই বর্তমান সরকার বিরোধী মত ও দলের উপর দমন পিড়ন চালাচ্ছে।,Positive,BANGLA
আল্লাহ আপনাকে নেক হায়াত দান করুক (আমিন),Positive,BANGLA
আমি চাই ডক্টর আসিফ নজরুল একটি দল গঠন করুক। তুই কি আমার সাথে একমত আছেন,Positive,BANGLA
মহান আল্লাহ ইউনুস স্যার কে দীর্ঘ আয়ু দান করুন।,Positive,BANGLA
"সকল সমস্যা যন্ত্রে।  এক কথায় সব কিছু। 
সত্যি সুন্দর।।",Positive,BANGLA
জ্ঞানী লোকের জ্ঞানমূলক কথা।,Positive,BANGLA
"ডক্টর ইউনুস কিসের জন্য শান্তিতে নোবেল পেয়েছেন , এর শান্তি কই । এই নোবেল টাকা দিয়ে কিনে নিয়েছে",Positive,BANGLA
চাকরিদাতা/ উদ্যোক্তা হতে গেলে দেশের শিক্ষা ব্যবস্থায় পরিবর্তন আনতে হবে।।,Positive,BANGLA
নতুন সরকার চাই,Positive,BANGLA
চীনের সাথে তিস্তা প্রকল্প বাস্তবায়ন  করা হোক,Positive,BANGLA
দেশের মানুষ এবং প্রত্যেকটা জেলায় জেলায় বেকারত্ব দুর করতে হবে।,Positive,BANGLA
❤❤ কে কেচেন বাংলাদেশের প্রধানমন্ত্রী ডঃ ইউনুস হোক ❤❤ 1:44,Positive,BANGLA
ইনশাআল্লাহ,Positive,BANGLA
"একতা, আমাদের মধ্যে একতা নাই, এটাই সবচেয়ে বড় চেলেঞ্জ। কত সুন্দর উত্তর। ❤️",Positive,BANGLA
মা শা আল্লাহ স্যার এর মুখে অলওয়েজ হাসি থাকে,Positive,BANGLA
চাকরী নামক দুশ্চিন্তা থেকে আমাদের বাঁচতে হবে,Positive,BANGLA
আমরা আপনার সাথে আছি।আপনি এগিয়ে যান।,Positive,BANGLA
"কথার উত্তর শুনলে যেন মনটা ভরে যায়,",Positive,BANGLA
মানুষ টার কথা শুনে মানুষ টার মায়ায় পরে গেলাম,Positive,BANGLA
সিঙ্গাপুর থেকে স্যারকে ধন্যবাদ আপনাকে স্যালুট স্যার তো নতুন এক বাংলাদেশ,Positive,BANGLA
একজন নোবেলম্যানের বক্তব্য এমন হওয়া উচিত🫡🫡🫡🫡,Positive,BANGLA
আলহামদুলিল্লাহ,Positive,BANGLA
ফারাক্কা তৈরি হবে,Positive,BANGLA
আল্লাহ সুস্থ দীর্ঘ হায়াত দান করুন,Positive,BANGLA
চীনকে এই দায়িত্ব দেওয়া সময়ের দাবী,Positive,BANGLA
একতা❤,Positive,BANGLA
বাহ্ কি চমৎকার প্রাঞ্জল সাবলীল ব‌াচনভ‌ঙ্গি!❤,Positive,BANGLA
আপনার মত একজনকে এদেশের প্রধানমন্ত্রী দেখতে চাই।,Positive,BANGLA
মাশাল্লাহ অসাধারণ আইডিয়া,Positive,BANGLA
ভালো একজন মনের মানুষ,Positive,BANGLA
"এটা বাংলাদেশ 
কোনো ভেদাভেদ নেই 
প্রত্যেকে একেকজন বাংলাদেশী নাগরিক",Positive,BANGLA
ডাঃ ইউনূস কে দিয়ে দেশ চালানো যাবে না ।,Negative,BANGLA
একতা,Positive,BANGLA
"দেশটা আমাদের সবার 
সবাইকে একতা  হওয়ার প্রয়োজন",Positive,BANGLA
স্যারের প্রতিটা কথাই অসাধারণ,Positive,BANGLA
অর্থনীতিতেই তো শান্তি।,Positive,BANGLA
কি সুন্দর ব্যবহার,Positive,BANGLA
অনেক বছর আমাদের ছায়া হিসেবে বাচিঁয়ে রাখুন আল্লাহ❤❤,Positive,BANGLA
স্যার আপনাকে অসংখ্য ধন্যবাদ❤❤❤,Positive,BANGLA
এজন্যই অনি ডঃ ইউনুস,Positive,BANGLA
"শান্তি তো এখানেই,যখন ড:ইউনুস হাসলেন,আনমনে আমিও হাসলাম😊😊😊",Positive,BANGLA
একতা,Positive,BANGLA
"সুন্দর কথা,চাকরি দিবো,",Positive,BANGLA
"ওনার হাসিটা ও মারাত্মক ,❤",Positive,BANGLA
বাহ দারুণ,Positive,BANGLA
একতা❤,Positive,BANGLA
"আমরা তিস্তা প্রকল্পের কাজ দ্রুত দেখতে চাই,❤️❤️❤️❤️❤️❤️❤️",Positive,BANGLA
স্যার আপনি এগিয়ে চলেন আমরা সাথে আছি,Positive,BANGLA
একতা খুব প্রয়োজন,Positive,BANGLA
শক্তিশালী বিচার ব্যবস্থা চাই।,Positive,BANGLA
আমরা আপনাকে পোরো সর্মতন দিচ্ছি আপনি কাজ চালিয়ে যান,Positive,BANGLA
দেশের অবিভাবক ❤❤,Positive,BANGLA
খুব সুন্দর মনের মানুষ ডক্টর ইউনুস অনেক অনেক ধন্যবাদ,Positive,BANGLA
আমার প্রিও একটা মানুষ।,Positive,BANGLA
দীর্ঘায়ু হোক আপনার,Positive,BANGLA
"সবে কলির সন্ধ্যা, রাত বাকি",Negative,BANGLA
দোয়া ও শুভ কামনা,Positive,BANGLA
কোনো আইডিয়াই নাই তার কিভাবে দেশের উন্নতি হবে..,Negative,BANGLA
আশা করি উনি এমন কিছু করবেন যা বাঙালি জাতি আজীবন মনে রাখবে,Positive,BANGLA
অনেক অনেক ধন্যবাদ সবাইকে,Positive,BANGLA
শুভকামনা রইল,Positive,BANGLA
কতো শিক্ষিত হলে মানুষের এত জ্ঞান থাকে,Positive,BANGLA
ওনার কাজ যাইই হোক কথার সময় হাসোজ্জল চেহারাটা খুব ভালো লাগে,Positive,BANGLA
চিটাইংয়ে টান কথার মইদ্দ্যে 🤩🥰,Positive,BANGLA
যোগ্য ব্যক্তি ইউনুস সাহেব,Positive,BANGLA
"আমি আপনাকে মন থেকে বিশ্বান করি,  আমি যানি আপনি বাংলাদেশ টা কে উন্নত বিশ্বের আদলে গড়ে তুলবেন।",Positive,BANGLA
ভালবাসি স্যার,Positive,BANGLA
যদি ডক্টর ইউনূস স্যার অনেক বছর বাঁচেন তাহলে বুঝবেন বাংলাদেশের মানুষের কপাল ভালো।,Positive,BANGLA
খুব সুন্দর এবং মার্জিত কথা বলেছেন আমাদের প্রধান উপদেষ্টা ডঃ মুহাম্মদ ইউনুস,Positive,BANGLA
সুন্দর কথা বলেছেন,Positive,BANGLA
আমরা চাকুরিদাতা ❤️❤️❤️,Positive,BANGLA
স্মার্ট শাসক।,Positive,BANGLA
সাংবাদিক  লেখা পড়া করেনাই,Negative,BANGLA
ট্রেন চলাচল স্বাভাবিক করুন,Positive,BANGLA
প্রিয় স্যার আপনাকে দেখিয়ে দিয়ে যেতে হবে যে কি ভাবে দেশ ও দেশের জনগণের জন্য নিঃস্বার্থভাবে কাজ করে যেতে হয়।,Positive,BANGLA
একতাই বল ✊,Positive,BANGLA
"আমি চাকরি চাই না, আমি চাকরির প্রার্থী নই  আমি চাকরির দাতা।",Positive,BANGLA
"স্যার যে কতটা নিখুঁত, মানুষ তার লিকচারে বুঝাগেলো, উনাকে চাই সারাজীবন,",Positive,BANGLA
একজন ক্লিয়ার মানুষ। যা বলেন সোজাসাপ্টা।,Positive,BANGLA
এইরকম নেতার দরকার বাংলাদেশে আরও বহু আগে ছিল।,Positive,BANGLA
তিস্তা প্রকল্প চিনের হাতে দিতে হবে,Positive,BANGLA
খুব সুন্দর কথা আমাদের একথা দরকার,Positive,BANGLA
কাজ করার সুযোগ দিন। এতো কথা কিসের।,Positive,BANGLA
"একতা হলে সব সম্ভব, চরম সত্য কথা।",Positive,BANGLA
চিনের সাথে তিস্তার চুক্তি হোক,Positive,BANGLA
৫ বছর সময় দিতে হবে,Positive,BANGLA
গ্যাস সংযোগ চালু করতে হবে,Positive,BANGLA
আমাদের চট্টগ্রামের গর্ব ❤️,Positive,BANGLA
🤍🖤🤎💜💙💚💛🧡❤️♥️একতাই বল।,Positive,BANGLA
আমরা সাধারণ জনগণ আপনাদের সাথে আছি।,Positive,BANGLA
উনার দ্বারা এ দেশকে শাসন করা কষ্টকর হবে।,Negative,BANGLA
গুছিয়ে নেয়ার একটু সময় দিন,Positive,BANGLA
আমার মতে তিস্তা চুক্তি ভারতের সঙ্গে করলে ভালো হয়,Positive,BANGLA
স্যারের কথা শুনতে হবে তাহলে আমরা দেশকে এগিয়ে নিয়ে যেতে পারবো,Positive,BANGLA
আওয়ামী লীগ-বিএনপি কোনটাই চাইনা,Positive,BANGLA
আছি স্যার ভালোর পথে ভালোর কাজে সব সময় আছি,Positive,BANGLA
আল্লাহ  দেশ পরিচালনার জন্য আপনার সহায় হউন আমিন,Positive,BANGLA
চীনের সাথে চুক্তি হওয়া চাই,Positive,BANGLA
আরকে গানডু,Negative,BANGLA
"তিনি সহজ সরল বলে তাকে এত এত প্রশ্ন করলে  কথার মধ্যে ভুল হতে পারে। বয়স হয়েছে।
সাংবাদিকরা এইদিকে একটু খেয়াল রাখলে ভালো হবে",Positive,BANGLA
"যারা নামাজ পড়ে তাদের উচিত আল্লাহ কাছে দোয়া করা, এই লোকটাকে যেন আল্লাহ বাংলাদেশের সরকার হিসেবে দীর্ঘদিন রাখে,যদি তিনি দেশের জন্য কল্যাণকর হয়।দোয়া অনেক বড় শক্তি।",Positive,BANGLA
জ্ঞানী মানুষের জ্ঞানী কথা❤,Positive,BANGLA
মোবাইল সিম এর বিষয়টা নিয়া কথা বললে ভালো হয়❤,Positive,BANGLA
সংবাদ সম্মেলন নয় ওনাকে কাজ করতে দেন।তবেই দেশ এগাবে,Positive,BANGLA
"প্রতিটা প্রশ্নে পজেটিভ কথা ও পজেটিভ চিন্তা ভাবনা, প্রতিটা শাসক যদি এমন চিন্তা করত তাহলে আজ দেশ অনেক উন্নত থাকত।",Positive,BANGLA
❤ মাশ_ আল্লাহ,Positive,BANGLA
রাইট বলেছেন ইনশাআল্লাহ,Positive,BANGLA
"ব্যাংক সুদ হার কমিয়ে দেয়া হোক, নতুন কিছু দেখতে চাই ❤",Positive,BANGLA
কি সুন্দর তার ভাষা,Positive,BANGLA
কত সুন্দর মনের মানুষ ডাঃ ইউনুস মুখের হাসি কত সুন্দর ধন্যবাদ,Positive,BANGLA
আল্লাহ উনাকে নেক হায়াত দান করুন,Positive,BANGLA
"চাচা বুড়াকালে যত কথা কম বলবেন তা আপনার জন্য ভালো জাতির জন্য উপকার হবে,",Positive,BANGLA
অনেক জ্ঞানী লোক,Positive,BANGLA
আমার মনে অনেক   আশা করি স্যার পারবে,Positive,BANGLA
নতুন প্রধানমন্ত্রী  ধন্যবাদ,Positive,BANGLA
সরকারি চাকরির বয়স ৩৫ করার জন্য জোর দাবি জানাচ্ছি,Positive,BANGLA
প্রতি জেলায় জেলায় কর্মসংস্থানের  ব্যবস্থা করা দরকার।,Positive,BANGLA
"আমরা চাই ড. ইউনুস আরো ৩/৪ বা ৫ বছর সরকার থাকুক, তারপর নির্বাচন এখন নয় 🙏🙏😢",Positive,BANGLA
উনি অবশ্যই আশার আলো দেখাবে।কিন্তু উনাকে কেউ বিব্রত করবেন না।রাতারাতি সব ঠিক হয়ে যাবে না। আস্তে-ধীরে সব হবে,Positive,BANGLA
বাহ কত সুন্দর কথা তার মতো একজন প্রধানমন্ত্রী চাই সব সময়,Positive,BANGLA
ভোটের অধিকার নিরাপত্তা অধিকার❤❤❤😂,Positive,BANGLA
উনাকে দেখার পর বাংলাদেশের রাজনীতিতে আর কাউকে পছন্দ হবে না।,Positive,BANGLA
এবার দেশের সংস্করণ হবে যোগ্য লোক দ্বারা। মুদ্রার মূল্য একদিন কয়েতকেও ছাড়িয়ে যাবে ইনশাআল্লাহ,Positive,BANGLA
মাশাআল্লাহ স্যার এর হাসি অনেক সুন্দর ❤,Positive,BANGLA
ধন্যবাদ স্যার,Positive,BANGLA
দারুণ  কথা,Positive,BANGLA
শুভ কামনা প্রিয় স্যার,Positive,BANGLA
"আলহামদুলিল্লাহ,,,একতাই শক্তি ✊✊",Positive,BANGLA
"আলহামদুলিল্লাহ এই সরকার আরো ৫ বছর দেখতে চাই,, 

এবং রাস্তা ঘাট বন্ধ করে মিছিল মিটিং সমাবেশ করার নিষিদ্ধ করা হোক",Positive,BANGLA
ইন শা আল্লাহ যেভাবে আল্লাহতালা সম্মান দিয়েছেন সেই সম্মানের সাথে দেশে অর্থনীতির চাকা ঘুরিয়ে দিবেন আর সাধারণ জনগণের কথা চিন্তা করে সব সুযোগ সুবিধা দেওয়া হোক।,Positive,BANGLA
"আপনাকে দীর্ঘায়ু দান করুক। 
Dr.Younus ❤",Positive,BANGLA
স্যার একদম ঠিক,Positive,BANGLA
আশা করি স্যার আপনি দেশকে সংস্কার করতে পারবেন ❤❤,Positive,BANGLA
ভালো বাসা অবিরাম 🚩❤️‍🩹,Positive,BANGLA
নতুন প্রধানমন্ত্রী  ধন্যবাদ,Positive,BANGLA
অনেক ধন্যবাদ,Positive,BANGLA
"এনায়েত তো ফুল দালাল। মুখোশ পরা দালাল , এদেরও বিচার হওয়া উচিৎ",Negative,BANGLA
"ভাই আপনার ভিডিও ভালো লাগে,  কারন আপনি সত্যি ব্যাপারটা তুলে ধরেন। ",Positive,BANGLA
একটা ছিল দাদির কাছে একটা ছিল মায়ের কাছে.... মাশাআল্লাহ।,Positive,BANGLA
খুবই সুন্দর কথা বলছেন,Positive,BANGLA
"আফ্রিদিরে তো আমি আগে থেকেই দেখতে পারতাম না 
ও তো একটা মাদারবোর্ড",Negative,BANGLA
দালালদের বয়কট করতে হবে।,Negative,BANGLA
অসাধারণ ভিডিও ভাইয়া❤️,Positive,BANGLA
এরা সব দালাল এদেরকে আইনের আওতায় আনতে হবে,Negative,BANGLA
রাজাকার আফ্রিদি,Negative,BANGLA
নব্য রাজাকার সুলায়মান সুখন ও তৌহিদ আফ্রিদির বিচার বাংলাদেশে হবে ইংশাআল্লাহ,Positive,BANGLA
"অনেক গুরুত্বপূর্ণ বিষয় নিয়ে আলোচনা করেছেন,জাযাকাল্লাহ 🤲🏻",Positive,BANGLA
তৌহিদ আফ্রিদি চাপে ছিল হারুন আঙ্কেলের বগার ভিডিও ডিলিট করার জন্য চাপে ছিল 😅😅😅😅😅,Negative,BANGLA
ইনশাল্লাহ আল্লাহ আপকে এই ভালো কাজ গুলোর বিনিময় দিবে ❤❤❤❤❤❤,Positive,BANGLA
অতনু যে আপনার ভাই তা আজকে জানলাম,Positive,BANGLA
দালালমুক্ত বাংলাদেশ চাই। ধন্যবাদ শান্তনু ভাই।,Negative,BANGLA
সুন্দর বলছেন,Positive,BANGLA
আমি এই দালালদের ভিডিও  আগে থেকেই দেখতাম না 🙂,Negative,BANGLA
এই দালাল দের বিচার চাই,Negative,BANGLA
তৌহিদের টেনশন ছিল হাউন আঙ্কেলের টুনটুনি বাঁচানো নিয়ে,Negative,BANGLA
এনায়েত এর পদত্যাগ চাই 😡,Negative,BANGLA
ভাই স্যালুট আপনাকে,Positive,BANGLA
নাইচ,Positive,BANGLA
ভাই এই ভিডিও টা বার বার আপ্লোড দেন,Positive,BANGLA
ধন্যবাদ ভাইয়া  সত্য তুলার জন্য,Positive,BANGLA
ভাই আপনাদের কাছে অনিরোধ#এনায়েত_চৌধুরী এর খোজ খবর নেন।উনিও কিন্তু ১টা দালাল।,Negative,BANGLA
তৌহিদ আফ্রিদি রা ছোট ভাইয়ের আর এস ফাহিম এদের মত আরো যারা আছে কনটেন্টকে ওঠার এদেরকে বয়কট এদেরকে আনসাবস্ক্রাইবার ফলো করে দেওয়া দরকার ✊✊,Negative,BANGLA
ধন্যবাদ এই নরপশুদের সম্পর্কে সবাইকে জানিয়ে দেওয়ার জন্য,Positive,BANGLA
অতনু আপনার নিজের ভাই! এতদিন পর জানলাম!,Positive,BANGLA
আল্লাহ ছাড়া দেয় কিন্তু ছাড়ে না,Positive,BANGLA
অতনু কে দেখে ভাল লাগল,Positive,BANGLA
সোশ্যাল মিডিয়া দালালদের প্রথম চিহ্নিতকর এদেরকে আইনের আওতায় আনা হোক,Negative,BANGLA
এই ভিডিওটা বার বার আপলোড করবেন,Positive,BANGLA
দালালদের ক্ষমা নাই,Negative,BANGLA
এই দালালদের বিচার করতে হবে,Negative,BANGLA
ধন্যবাদ আপনাকে,Positive,BANGLA
"এই ধরনের দালালদের মুখোশ খুলে দেওয়ার জন্য আপনাকে অনেক অনেক ধন্যবাদ 
আমি মনে করি আপনার কাছে আমরা কিছুটা হলেও কৃতজ্ঞ",Positive,BANGLA
এই বাটপারদের আমি আগে থেকেই পছন্দ করতাম না ভাই,Negative,BANGLA
আফ্রিদিকে আইন এর আওতায় আনা হোক,Negative,BANGLA
সঠিক ভাই।,Positive,BANGLA
অন্যায়ের সময় যে চুপও থাকে সে নিরপেক্ষ নয় সে অন্যায়ের পক্ষে,Positive,BANGLA
প্রতিদিন ১ বার করে আপলোড দেন,Positive,BANGLA
তৌহিদ আফ্রিদির কে আইনের আওতায় এনে রিমান্ডে নিলে আরও সত্যি কথা বের হবে।,Positive,BANGLA
আপনাকে সাংবাদিকতায় দেখতে চাই।,Positive,BANGLA
"তৌহীদ আফ্রিদিকে কেমন জানি বলদা বলদা লাগে।
কথার মধ্যে অনেক অভিনয় করে,  ও মনে করে এটা মানুষ বুঝে না।",Negative,BANGLA
আমি আফ্রিদিকে কখনো পছন্দ করতাম না।একটা ব্লগও দেখিনি ওর,Negative,BANGLA
সত্যি ই তারা জেন আর কোনো বাঙ্গালীর আবেগ নিতে না পারে।,Positive,BANGLA
"এনায়েত যে একটা বড় মাপের cheater এটা ওর ভিডিও ভালো করে লক্ষ্য করলেই বুঝে যাবেন, বুয়েটে এর মত প্রতিষ্ঠান থেকে ওকে বের করে দেয়া উচিৎ",Negative,BANGLA
বয়কট তৌহিদ আফ্রিদি,Negative,BANGLA
গ্রেট ❤,Positive,BANGLA
"আরো দুই তিনবার আপলোড করেন সমস্যা নাই! আমরা বারবার দেখবো
ভালোবাসা অবিরাম",Positive,BANGLA
ভাই আপনি সত্যি কথা bolesen,Positive,BANGLA
সর্বদা ভালোবাসা রইলো কাউসার ভাই। 💗💗,Positive,BANGLA
"ভাই আপনি আসলেই একমাত্র নায়ক, যে কিনা সবকিছু উর্দ্ধে ছিলেন। আপনাকে ধন্যবাদ। ❤",Positive,BANGLA
"পলটিবাজ দের আনসাবস্ক্রাইব,,আনফলো কেন করে না পোলাপান।। এরা যাতে পায়ে এসে পড়ে",Negative,BANGLA
কপিরাইট ফ্রি করে দেন ভাইয়া সবাই শেয়ার করুক।❤,Positive,BANGLA
ভাই এই ভাবে আর ও বলে যান,Positive,BANGLA
এরা সব লোকাল প্রস্টিটিউট,Negative,BANGLA
মাসে একবার করে আপলোড দেন,Positive,BANGLA
আমি বোকা দেখিনি কিন্তু আপনাকে দেখসি😊,Negative,BANGLA
১০০% রাইট,Positive,BANGLA
"এই ভিডিও টা তে চুল পরিমাণে খুদ পাবেন না ,,, অসংখ্য ধন্যবাদ ভাই ❤",Positive,BANGLA
আফ্রিদির কোনো ভিডিও আমি কোনো দিন দেখিনি ।এই বাটারে আগে থেকেই আমার পছন্দ হতো না।,Negative,BANGLA
ভালো ছিল আপনার কথা গুলো।,Positive,BANGLA
